국가,구분,분야,제목,본문1,본문2,본문3,영문제목,영문본문1,영문본문2,영문본문3,출처,링크,날짜
가나,국제기구,거버넌스평화,"가나, IMF·세계은행 회의서 신규 인프라 자금 확보 추진",가나는 워싱턴에서 열린 IMF·세계은행 춘계회의에서 신규 인프라 자금 확보를 위한 노력이 가속화되고 있다. 정부는 경제 회복 전략의 일환으로 주요 프로젝트 자금 조달을 위해 개발 파트너들과 협의를 진행하고 있다.,"논의는 볼리보 다리와 쿠마시 내부 순환도로 등 주요 인프라 사업에 집중되고 있다. 이러한 프로젝트는 물류 효율 개선, 이동 시간 단축, 지역 경제 통합 강화에 중요한 역할을 할 것으로 평가된다.",일본국제협력기구(JICA) 등 파트너들의 관심 증가는 가나의 경제 개혁과 회복 성과에 대한 신뢰가 높아지고 있음을 보여준다. 당국은 거시경제 안정성이 투자 유치와 실질적인 인프라 개발 가속화에 기여하고 있다고 보고 있다.,Ghana secures fresh infrastructure financing push at IMF–World Bank meetings,Ghana is gaining momentum in its efforts to secure new infrastructure financing during the IMF–World Bank Spring Meetings in Washington. Government officials are engaging development partners to unlock funding for key national projects as part of the country’s broader economic recovery strategy. ,"Discussions have focused on major infrastructure priorities, including transport and connectivity projects such as the Volivo Bridge and Kumasi Inner Ring Road. These projects are seen as critical for improving trade routes, reducing travel costs, and enhancing regional economic integration. ",The renewed interest from partners like the Japan International Cooperation Agency reflects growing confidence in Ghana’s economic reforms and recovery progress. Officials believe that improved macroeconomic stability is helping to attract investment and accelerate the transition from policy recovery to tangible infrastructure development. ,Asaase,https://asaaseradio.com/ghana-secures-fresh-infrastructure-financing-push-at-imf-world-bank-meetings/,2026-04-16
가나,공여국,농촌개발,"KOPIA·CSIR-CRI, 다웨냐 농민 대상 현대적 잡초 관리 교육 실시",다웨냐 지역 농민들은 KOPIA 가나와 CSIR 작물연구소의 협력을 통해 현대적인 잡초 관리 기술 교육을 받았다. 이 프로그램은 보다 효과적이고 지속 가능한 잡초 방제 방법을 도입해 농업 생산성을 높이는 것을 목표로 한다.,"교육 내용에는 제초제의 올바른 사용법과 살포 시기, 통합 잡초 관리 전략 등 화학적·비화학적 방법이 포함됐다. 또한 기존의 수작업 방식보다 개선된 기술을 활용할 때의 환경적·경제적 이점도 함께 안내됐다.","관계자들은 효율적인 잡초 관리가 수확량 증가와 노동 비용 절감에 큰 도움이 된다고 강조했다. 이 프로그램은 농민들의 기술 역량을 강화하고 지속 가능한 농업을 촉진하며, 지역 식량 안보 향상에도 기여할 것으로 기대된다.","KOPIA, CSIR-CRI train Dawhenya farmers on modern weed management",Farmers in Dawhenya have received training on modern weed management techniques through a collaboration between KOPIA Ghana and the CSIR-Crops Research Institute. The initiative aims to improve crop productivity by introducing more effective and sustainable weed control practices.,"The training covered both chemical and non-chemical methods, including proper herbicide use, timing of application, and integrated weed management strategies. Farmers were also educated on the environmental and economic benefits of adopting improved practices over traditional manual methods.","Officials highlighted that better weed management can significantly increase yields and reduce labour costs. The programme is expected to enhance farmers’ skills, promote sustainable agriculture, and contribute to improved food security in the region.",Ghana News Agency,https://gna.org.gh/2026/04/kopia-csir-cri-train-dawhenya-farmers-on-modern-weed-management/,2026-04-20
가나,수원국,보건,"1,200만 명 이상 미가입자도 무료 1차 보건의료 혜택 대상","가나 보건부 장관 콰베나 민타 아칸도는 약 1,200만 명 이상의 가나 국민이 국가건강보험(NHIS)에 가입되어 있지 않아 기본 의료 서비스 이용에 어려움을 겪고 있다고 밝혔다.","그는 새로 도입된 무료 1차 보건의료 정책이 이러한 격차를 해소하기 위한 것으로, NHIS 가입 여부와 관계없이 필수 의료 서비스에 접근할 수 있도록 하는 데 목적이 있다고 설명했다. 기존에는 미가입자의 경우 기본 치료에도 비용을 직접 부담해야 해 조기 치료를 미루는 문제가 있었다.","이 정책은 보건소, 클리닉, CHPS 시설 등 지역 기반 의료기관에서 누구나 1차 의료 서비스를 이용할 수 있도록 하는 것을 목표로 한다. 정부는 비용 장벽을 제거함으로써 조기 진단을 촉진하고 질병 악화를 예방하며 전반적인 공중보건 수준을 향상시키고자 한다.",Over 12m Ghanaians not on NHIS to benefit from Free Primary Healthcare – Akandoh,"Ghana’s Health Minister, Kwabena Mintah Akandoh, stated that over 12 million Ghanaians are not enrolled in the National Health Insurance Scheme (NHIS), leaving a significant portion of the population without coverage for basic healthcare services. ","He explained that the newly introduced Free Primary Healthcare policy is designed to address this gap by ensuring that access to essential health services is not limited to NHIS subscribers. Under the current system, non-subscribers often have to pay out-of-pocket, which can discourage early treatment.","The policy aims to provide universal access to primary healthcare at community-level facilities such as clinics, health centres, and CHPS compounds. By removing financial barriers, the government hopes to improve early diagnosis, prevent complications, and strengthen overall public health outcomes. ",City Newsroom,https://citinewsroom.com/2026/04/over-12m-ghanaians-not-on-nhis-to-benefit-from-free-primary-healthcare-akandoh/,2026-04-22
가나,공여국,보건,"한국, 무료 안과 치료 지원 통해 가나와 협력 강화",한국이 주도하는 인도적 지원 프로그램이 무료 안과 치료를 통해 가나와 한국 간 관계를 강화하고 있다. 이 사업은 의료 서비스 접근성이 낮은 지역 주민들에게 치료를 제공하는 동시에 양국 간 외교 및 인적 교류를 확대하는 데 목적이 있다.,"이 프로그램은 무료 시력 검사와 백내장 수술 등을 포함하며, 수백 명의 환자들이 시력을 회복하는 혜택을 받았다. 이는 예방 가능한 실명 문제를 해결하고 가나의 필수 의료 서비스 접근성을 개선하기 위한 노력의 일환이다.",또한 단기 치료에 그치지 않고 현지 의료진 교육과 보건 시스템 강화에도 초점을 맞추고 있다. 당국은 이러한 협력이 의료 수준 향상뿐 아니라 가나와 한국 간 장기적인 협력 관계를 더욱 공고히 하는 데 기여한다고 평가하고 있다.,Korea deepens ties with Ghana through free eye care initiative,A Korean-led humanitarian initiative is strengthening relations between Ghana and South Korea through the provision of free eye care services. The programme focuses on delivering medical support to underserved communities while reinforcing diplomatic and people-to-people ties between the two countries.,"The initiative includes free eye examinations and cataract surgeries carried out by a Korean medical outreach organization, with hundreds of patients benefiting from restored vision. It forms part of a broader effort to tackle preventable blindness and improve access to essential healthcare services in Ghana.","Beyond immediate treatment, the programme also emphasizes sustainability by training local healthcare professionals and strengthening medical systems. Officials note that such initiatives not only improve healthcare outcomes but also deepen bilateral cooperation and long-term development partnerships between Ghana and Korea. ",City Newsroom,https://citinewsroom.com/2026/04/korea-deepens-ties-with-ghana-through-free-eye-care-initiative/,2026-04-27
가나,공여국,보건,"가나, 미국 보건 협정 거부…남아공·잠비아는 지원 부족으로 어려움","가나는 민감한 국가 보건 데이터 공유 요구 등 주권 문제를 이유로 미국과의 보건 지원 협정을 거부했다. 이 협정은 글로벌 보건 지원 체계를 재편하려는 미국 정책의 일환으로, 재정 지원을 제공하는 대신 특정 조건을 요구했으나 가나는 이를 받아들이지 않았다.","반면 남아프리카공화국과 잠비아 등 일부 국가는 미국의 보건 지원 축소 또는 협상 지연으로 인해 심각한 어려움을 겪고 있다. 지원 감소로 HIV 예방 프로그램이 약화되고 의료 서비스가 훼손되며, 기존 보건 시스템에도 부담이 커지고 있는 것으로 나타났다.","이번 상황은 국가 주권과 외부 지원 사이에서 균형을 어떻게 잡을 것인지에 대한 중요한 과제를 보여준다. 가나는 보건 정책과 데이터 통제권을 우선시한 반면, 다른 국가들은 충분한 재정 지원 없이 필수 의료 서비스를 유지하는 데 어려움을 겪고 있다.",Ghana Rebuffs US Health Deal – But South Africa and Zambia Struggle Without Aid,"Ghana has rejected a proposed US bilateral health aid deal due to concerns over data sovereignty and requirements to share sensitive national health information. The agreement, part of a broader US strategy to reshape global health funding, would have provided financial support but imposed conditions that Ghana deemed unacceptable.","In contrast, countries like South Africa and Zambia are facing serious challenges as US health funding declines or negotiations stall. Reports indicate that the reduction in aid has disrupted HIV prevention programmes, weakened healthcare services, and strained existing systems that rely heavily on external funding. ","The situation highlights a broader shift in global health financing, where countries must balance sovereignty concerns with the need for external support. While Ghana has chosen to prioritize control over its health data and policies, other nations are struggling to maintain critical services without sufficient financial backing.",Health Policy Watch,https://healthpolicy-watch.news/ghana-rebuffs-us-health-deal-but-south-africa-and-zambia-struggle-without-aid/,2026-04-29
가나,공여국,농촌개발,"한국·가나, 공적개발원조(ODA) 통해 테마 어류 가공시설 개선 사업 점검","가나 수산업위원회와 한국해양수산개발원은 2023년부터 진행 중인 한국 ODA 사업의 일환으로 테마 어류 가공시설 개선 사업의 진행 상황을 점검했다. 해당 프로젝트는 현재 3단계에 있으며, 수산업 인프라 현대화와 운영 기준 개선에 중점을 두고 있다.","사업에는 냉장 저장 시스템, 어류 취급 방식, 유통 과정 전반의 개선이 포함된다. 또한 가공시설 개보수와 함께 품질 관리, 추적성, 식품 안전 기준 준수를 강화하는 시스템 구축도 추진되고 있다.","이 프로그램은 인프라 개선뿐 아니라 특히 여성과 청년 어업 종사자를 대상으로 기술 교육과 위생 기준 향상도 지원한다. 이를 통해 수확 후 손실을 줄이고 생산 효율을 높이며, 장기적으로는 수입 의존도를 낮추고 국내 수산업 경쟁력을 강화하는 것을 목표로 한다.",Africa’s $250bn climate finance gap: Ghana hosts summit to shift ESG from reports to real investment,"Ghana’s Fisheries Commission and the Korea Maritime Institute met to review progress on upgrading the Tema fish processing facility under a Korean ODA programme that began in 2023. The project is currently in its third phase, focusing on modernising infrastructure and improving operational standards in the fisheries sector.","The upgrade includes improvements in cold storage systems, fish handling, and distribution processes across the value chain. It also involves renovating processing facilities and strengthening systems to ensure better quality control, traceability, and compliance with food safety standards. ","In addition to infrastructure, the programme provides training for fish processors, particularly women and youth, to improve technical skills and hygiene standards. The initiative aims to reduce post-harvest losses, enhance efficiency, and ultimately decrease Ghana’s reliance on imported fish by strengthening the local fisheries sector.",News Ghana,https://www.newsghana.com.gh/korea-and-ghana-review-tema-fish-facility-upgrade-under-oda-programme/,2026-04-29
가나,국제기구,농촌개발,"코코아 가격, 2026년 50% 이상 급락 전망 – 세계은행",세계은행에 따르면 2026년 코코아 가격은 50% 이상 급락할 것으로 전망된다. 이는 최근 몇 년간 기록적인 가격 상승 이후 공급 회복과 생산 증가가 예상되기 때문이다.,"가격 하락은 글로벌 시장 구조 변화에 따른 것으로, 가나와 코트디부아르 등 주요 생산국의 생산량 증가가 이전의 공급 부족을 해소할 것으로 보인다. 공급이 회복되면서 시장은 부족 상태에서 공급 과잉 상태로 전환되고 있으며, 이는 가격 하락 압력으로 이어지고 있다.",가나의 경우 코코아가 주요 수출 산업인 만큼 이번 가격 하락은 농가 소득과 국가 경제에 부담이 될 수 있다. 이에 따라 가격 변동에 대한 의존도를 줄이기 위해 산업 구조 개선과 부가가치 확대가 필요하다는 지적이 나오고 있다.,Cocoa prices to drop by more than 50% in 2026 – World Bank,"Global cocoa prices are expected to fall by more than 50% in 2026, according to the World Bank, following a period of exceptionally high prices in previous years. The projected decline is largely driven by recovering supply and improved harvest prospects in major producing countries.","The drop in prices reflects a shift in global market conditions, where increased production in West Africa—especially in Ghana and Côte d’Ivoire—is expected to ease earlier shortages. As supply rebounds, the market is moving from scarcity to surplus, putting downward pressure on prices.","For Ghana, the anticipated price decline poses risks for farmers’ incomes and export earnings, as cocoa remains a key economic sector. The situation highlights the need for structural reforms, diversification, and value addition to reduce vulnerability to global commodity price fluctuations. ",City Newsroom,https://citinewsroom.com/2026/04/cocoa-prices-to-drop-by-more-than-50-in-2026-world-bank/,2026-04-29
감비아,수원국,인권,배상위원회: 자메(Jammeh) 정권 피해자를 위한 의료위원회 운영 재개,"감비아 배상위원회는 1994년부터 2017년 사이에 자행된 인권 침해 피해자들을 위한 의료 자문위원회의 활동을 공식적으로 재개함. 이 위원회의 관리 권한은 법무부에서 위원회로 이관되었으며, 이는 재활 절차를 간소화하고 피해자 치료를 배상 임무의 핵심으로 삼기 위한 조치임.","의료 자문단은 무료 전문 진단을 제공하고, 피해자들이 신체적·심리적 치료를 받을 수 있도록 전문의에게 연결해줌. 이러한 노력은 배상 프로그램의 5대 기둥, 즉 원상회복, 배상, 만족, 재발 방지 보장, 그리고 무엇보다 재활에 부합하는 것임. 이 프로그램의 목표는 수년간 치료받지 못한 고통을 겪어온 생존자들의 존엄성을 회복하는 것임.","위원회는 자격을 갖춘 모든 생존자들이 이러한 서비스를 이용할 수 있도록 전화나 이메일로 예약할 것을 권장함. 위원회는 고문이나 성폭력 피해자들과 신뢰 관계를 구축하기 위해 엄격한 기밀 유지와 전문성을 보장함. TRRC(진실화해위원회)의 권고 사항 이행을 가속화함으로써, 정부는 피해자들이 과거의 학대로 인한 신체적·정신적 후유증을 더 이상 홀로 짊어지지 않도록 할 것을 약속함.",Reparations Commission resumes Medical Board operations for Jammeh-era victims ,"La Commission des réparations de la Gambie a officiellement relancé les activités de son conseil médical pour les victimes des violations des droits de l'homme commises entre 1994 et 2017. La gestion de ce conseil a été transférée du ministère de la Justice à la Commission, une mesure visant à simplifier les procédures de réhabilitation et à placer les soins aux victimes au cœur du mandat de réparation.","Le conseil médical assure des évaluations professionnelles gratuites et oriente les victimes vers des spécialistes pour des soins physiques et psychologiques. Cette initiative s'inscrit dans les cinq piliers du programme de réparation : restitution, indemnisation, satisfaction, garanties de non-récurrence et, surtout, réhabilitation. L'objectif est de restaurer la dignité et le bien-être à long terme des survivants après des années de souffrances non traitées.","La Commission invite tous les survivants éligibles à prendre rendez-vous par téléphone ou par email pour bénéficier de ces services. Elle garantit une confidentialité et un professionnalisme stricts pour instaurer un climat de confiance avec les victimes de torture ou de violences sexuelles. En accélérant la mise en œuvre des recommandations de la TRRC, l'État s'engage à ce que les victimes ne portent plus seules les séquelles physiques et mentales des abus passés.",The Standard,https://standard.gm/reparations-commission-resumes-medical-board-operations-for-jammeh-era-victims/,2026-04-15
감비아,수원국,거버넌스평화,감비아 전 대통령 자메의 국내 재판: 국가 불안정 위험 경고,"국제 문제 분석가 무사 바사디 자와라(Musa Basadi Jawara) 는 야야 자메(Yahya Jammeh) 전 대통령을 감비아에서 재판할 경우 국가가 불안정해질 위험이 있다고 경고함.  자메는 여전히 탄탄한 정치적 기반과 확고한 민족적 충성심을 유지하고 있으며 “그의 재판은 한 개인의 재판이 아니라 유권자 집단의 재판이 될 것이며, 이는 국가적 분열의 위험을 내포하고 있다”고 특별 검사 임명에 대해 경고함.","이 분석가는 자메가 직접 작성한 1997년 헌법이 그에게 국가 원수로서의 행위에 대해 완전한 면책권을 부여하고 있다고 지적함. 국회가 이러한 조항을 폐지하지 않는 한, 법은 스스로 모순을 빚게 될 것임. 자와라에 따르면, 현 정부가 새 헌법을 제정하지 못하고 있는 상황은 TRRC(진실화해위원회)의 권고 사항을 적용하는 데 있어 법적으로 복잡한 문제를 야기하고 있음.",또 다른 주요 과제는 자메 전 대통령의 측근들이 현재 장관이나 보안 책임자 등 핵심 직책을 맡고 있다는 점에 있음. 재판이 진행된다면 이 고위 공직자들은 핵심 증인이나 잠재적 공동 피고인으로 연루될 수밖에 없음. 자와라는 오늘날의 정부가 과거의 범죄에 대해 증언해야 하는 재판 절차가 과연 실현 가능한지 의문을 제기함.,TRYING JAMMEH IN GAMBIA RISK INSTABILITY,"Musa Basadi Jawara, analyste des affaires internationales, avertit que juger l'ex-président Yahya Jammeh en Gambie risquerait de déstabiliser le pays. Selon lui, Jammeh conserve une base politique profonde et une loyauté ethnique solide. « Son procès deviendrait le procès d'un électorat plutôt que celui d'un individu, ce qui comporte un risque de fracture nationale », prévient Jawara face à la nomination d'un procureur spécial.","L'analyste souligne que la Constitution de 1997, conçue par Jammeh lui-même, lui confère une immunité totale pour ses actes en tant que chef d'État. Tant que l'Assemblée nationale ne lève pas ces dispositions, la loi se contredirait elle-même. Pour Jawara, l'incapacité du gouvernement actuel à instaurer une nouvelle constitution rend l'application des recommandations de la TRRC (Commission Vérité et Réconciliation) juridiquement complexe.","Un autre défi majeur réside dans le fait que de nombreux anciens collaborateurs de Jammeh occupent aujourd'hui des postes clés (ministres, chefs de sécurité). Un procès impliquerait ces hauts fonctionnaires comme témoins matériels ou co-accusés potentiels. Jawara conclut en s'interrogeant sur la viabilité d'une procédure où le gouvernement d'aujourd'hui se retrouverait à la barre pour témoigner sur les crimes d'hier.",The Standard,https://standard.gm/trying-jammeh-in-gambia-risk-instability/,2026-04-16
감비아,수원국,거버넌스평화,"여론조사: 감비아 군대(GAF), CepRass 설문에서 높은 국민적 신뢰 유지","CepRass의 최근 여론조사 결과에 따르면, 감비아 군(GAF)이 여전히 국내에서 가장 신뢰받는 기관으로 꼽혔음. 이러한 높은 신뢰도는 전문성이 부족하거나 편향적이라는 평가를 받는 경찰, 사법부, 행정부의 신뢰도 하락과 극명한 대조를 이룸.","전국적으로 군에 대한 신뢰도는 65%로 나타남(전적으로 신뢰한다는 응답 35%, 어느 정도 신뢰한다는 응답 30%). 이에 비해 경찰을 신뢰하는 시민은 소수에 불과하며, 응답자 대다수는 경찰의 부패 대응을 미흡하다고 평가했음.","지역에 따라 신뢰도는 차이가 있는데, 바세(Basse)(70%)와 만사콘코(Mansakonko)(68%)에서는 특히 높은 반면, 카니핑(Kanifing)이나 브리카마(Brikama)와 같은 도시 지역에서는 다소 엇갈린 반응을 보임. 전반적으로 농촌 지역은 도시 중심지보다 군 기관에 대해 훨씬 더 확고한 신뢰를 보이고 있음.",Military retains strong public trust in latest CepRass polls,"Le dernier sondage du CepRass révèle que les Forces armées gambiennes (GAF) restent l'institution la plus crédible du pays. Ce haut niveau de confiance contraste fortement avec le déclin de la crédibilité de la police, de la justice et de l'exécutif, perçus comme moins professionnels ou biaisés.","Au niveau national, l'armée affiche un taux de confiance combiné de 65 % (35 % de confiance totale et 30 % de confiance modérée). En comparaison, seule une minorité de citoyens accorde sa confiance à la police, dont la gestion de la corruption est jugée médiocre par la majorité des répondants.","La confiance varie selon les régions : elle est particulièrement forte à Basse (70 %) et Mansakonko (68 %), tandis qu'elle est plus mitigée dans les zones urbaines comme Kanifing et Brikama. Globalement, les zones rurales expriment une foi beaucoup plus solide en l'institution militaire que les centres urbains.",The Standard,https://standard.gm/military-retains-strong-public-trust-in-latest-ceprass-polls/,2026-04-17
